,country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation,total_suicides_no,country_yearly_population,country_yearly_suicides
214,France,2013,male,5-14 years,18,4032157,0.45,France2013,0.887,"2,811,077,725,704",46922,Generation Z,90413,59910069,9600
215,France,2013,female,5-14 years,11,3849484,0.29,France2013,0.887,"2,811,077,725,704",46922,Generation Z,90413,59910069,9600
216,France,2014,male,75+ years,1324,2243922,59.0,France2014,0.888,"2,852,165,760,630",47318,Silent,90413,60275954,8881
217,France,2014,male,35-54 years,2536,8426009,30.1,France2014,0.888,"2,852,165,760,630",47318,Generation X,90413,60275954,8881
218,France,2014,male,55-74 years,1825,6655516,27.42,France2014,0.888,"2,852,165,760,630",47318,Boomers,90413,60275954,8881
219,France,2014,male,25-34 years,680,3877350,17.54,France2014,0.888,"2,852,165,760,630",47318,Millenials,90413,60275954,8881
220,France,2014,female,75+ years,424,3677450,11.53,France2014,0.888,"2,852,165,760,630",47318,Silent,90413,60275954,8881
221,France,2014,female,55-74 years,744,7300857,10.19,France2014,0.888,"2,852,165,760,630",47318,Boomers,90413,60275954,8881
222,France,2014,female,35-54 years,778,8608404,9.04,France2014,0.888,"2,852,165,760,630",47318,Generation X,90413,60275954,8881
223,France,2014,male,15-24 years,282,3841223,7.34,France2014,0.888,"2,852,165,760,630",47318,Millenials,90413,60275954,8881
224,France,2014,female,25-34 years,170,3985618,4.27,France2014,0.888,"2,852,165,760,630",47318,Millenials,90413,60275954,8881
225,France,2014,female,15-24 years,92,3711936,2.48,France2014,0.888,"2,852,165,760,630",47318,Millenials,90413,60275954,8881
226,France,2014,male,5-14 years,14,4069116,0.34,France2014,0.888,"2,852,165,760,630",47318,Generation Z,90413,60275954,8881
227,France,2014,female,5-14 years,12,3878553,0.31,France2014,0.888,"2,852,165,760,630",47318,Generation Z,90413,60275954,8881
228,Germany,2006,male,75+ years,1160,2328668,49.81,Germany2006,,"3,002,446,368,084",38088,Silent,98697,78828994,9775
229,Germany,2006,male,55-74 years,2314,9032770,25.62,Germany2006,,"3,002,446,368,084",38088,Silent,98697,78828994,9775
230,Germany,2006,male,35-54 years,2653,13148811,20.18,Germany2006,,"3,002,446,368,084",38088,Boomers,98697,78828994,9775
231,Germany,2006,female,75+ years,611,4471494,13.66,Germany2006,,"3,002,446,368,084",38088,Silent,98697,78828994,9775
232,Germany,2006,male,25-34 years,629,4963413,12.67,Germany2006,,"3,002,446,368,084",38088,Generation X,98697,78828994,9775
233,Germany,2006,male,15-24 years,455,4922196,9.24,Germany2006,,"3,002,446,368,084",38088,Millenials,98697,78828994,9775
234,Germany,2006,female,55-74 years,826,9713785,8.5,Germany2006,,"3,002,446,368,084",38088,Silent,98697,78828994,9775
235,Germany,2006,female,35-54 years,832,12694086,6.55,Germany2006,,"3,002,446,368,084",38088,Boomers,98697,78828994,9775
236,Germany,2006,female,25-34 years,154,4819150,3.2,Germany2006,,"3,002,446,368,084",38088,Generation X,98697,78828994,9775
237,Germany,2006,female,15-24 years,112,4727172,2.37,Germany2006,,"3,002,446,368,084",38088,Millenials,98697,78828994,9775
238,Germany,2006,male,5-14 years,20,4107557,0.49,Germany2006,,"3,002,446,368,084",38088,Millenials,98697,78828994,9775
239,Germany,2006,female,5-14 years,9,3899892,0.23,Germany2006,,"3,002,446,368,084",38088,Millenials,98697,78828994,9775
240,Germany,2007,male,75+ years,1143,2417463,47.28,Germany2007,,"3,439,953,462,907",43667,Silent,98697,78776585,9409
241,Germany,2007,male,55-74 years,2213,9135373,24.22,Germany2007,,"3,439,953,462,907",43667,Silent,98697,78776585,9409
242,Germany,2007,male,35-54 years,2539,13116847,19.36,Germany2007,,"3,439,953,462,907",43667,Boomers,98697,78776585,9409
243,Germany,2007,male,25-34 years,654,4913538,13.31,Germany2007,,"3,439,953,462,907",43667,Generation X,98697,78776585,9409
244,Germany,2007,female,75+ years,595,4503136,13.21,Germany2007,,"3,439,953,462,907",43667,Silent,98697,78776585,9409
245,Germany,2007,male,15-24 years,448,4875778,9.19,Germany2007,,"3,439,953,462,907",43667,Millenials,98697,78776585,9409
246,Germany,2007,female,55-74 years,796,9816096,8.11,Germany2007,,"3,439,953,462,907",43667,Silent,98697,78776585,9409
247,Germany,2007,female,35-54 years,742,12662132,5.86,Germany2007,,"3,439,953,462,907",43667,Boomers,98697,78776585,9409
248,Germany,2007,female,25-34 years,145,4782312,3.03,Germany2007,,"3,439,953,462,907",43667,Generation X,98697,78776585,9409
249,Germany,2007,female,15-24 years,110,4678848,2.35,Germany2007,,"3,439,953,462,907",43667,Millenials,98697,78776585,9409
250,Germany,2007,male,5-14 years,15,4039955,0.37,Germany2007,,"3,439,953,462,907",43667,Generation Z,98697,78776585,9409
251,Germany,2007,female,5-14 years,9,3835107,0.23,Germany2007,,"3,439,953,462,907",43667,Generation Z,98697,78776585,9409
252,Germany,2008,male,75+ years,1149,2496685,46.02,Germany2008,,"3,752,365,607,148",47702,Silent,98697,78662789,9459
253,Germany,2008,male,55-74 years,2199,9240436,23.8,Germany2008,,"3,752,365,607,148",47702,Silent,98697,78662789,9459
254,Germany,2008,male,35-54 years,2598,13021164,19.95,Germany2008,,"3,752,365,607,148",47702,Boomers,98697,78662789,9459
255,Germany,2008,female,75+ years,592,4521561,13.09,Germany2008,,"3,752,365,607,148",47702,Silent,98697,78662789,9459
256,Germany,2008,male,25-34 years,632,4906502,12.88,Germany2008,,"3,752,365,607,148",47702,Generation X,98697,78662789,9459
257,Germany,2008,male,15-24 years,456,4821264,9.46,Germany2008,,"3,752,365,607,148",47702,Millenials,98697,78662789,9459
258,Germany,2008,female,55-74 years,768,9926040,7.74,Germany2008,,"3,752,365,607,148",47702,Silent,98697,78662789,9459
259,Germany,2008,female,35-54 years,761,12574802,6.05,Germany2008,,"3,752,365,607,148",47702,Boomers,98697,78662789,9459
260,Germany,2008,female,25-34 years,157,4780395,3.28,Germany2008,,"3,752,365,607,148",47702,Generation X,98697,78662789,9459
261,Germany,2008,female,15-24 years,130,4619410,2.81,Germany2008,,"3,752,365,607,148",47702,Millenials,98697,78662789,9459
262,Germany,2008,male,5-14 years,11,3978422,0.28,Germany2008,,"3,752,365,607,148",47702,Generation Z,98697,78662789,9459
263,Germany,2008,female,5-14 years,6,3776108,0.16,Germany2008,,"3,752,365,607,148",47702,Generation Z,98697,78662789,9459
264,Germany,2009,male,75+ years,1209,2599960,46.5,Germany2009,,"3,418,005,001,389",43570,Silent,98697,78448602,9579
265,Germany,2009,male,55-74 years,2277,9307706,24.46,Germany2009,,"3,418,005,001,389",43570,Silent,98697,78448602,9579
266,Germany,2009,male,35-54 years,2628,12872657,20.42,Germany2009,,"3,418,005,001,389",43570,Boomers,98697,78448602,9579
267,Germany,2009,male,25-34 years,637,4909814,12.97,Germany2009,,"3,418,005,001,389",43570,Generation X,98697,78448602,9579
268,Germany,2009,female,75+ years,520,4569198,11.38,Germany2009,,"3,418,005,001,389",43570,Silent,98697,78448602,9579
269,Germany,2009,male,15-24 years,443,4760066,9.31,Germany2009,,"3,418,005,001,389",43570,Millenials,98697,78448602,9579
270,Germany,2009,female,55-74 years,789,9995593,7.89,Germany2009,,"3,418,005,001,389",43570,Silent,98697,78448602,9579
271,Germany,2009,female,35-54 years,788,12445519,6.33,Germany2009,,"3,418,005,001,389",43570,Boomers,98697,78448602,9579
272,Germany,2009,female,25-34 years,146,4784538,3.05,Germany2009,,"3,418,005,001,389",43570,Generation X,98697,78448602,9579
273,Germany,2009,female,15-24 years,121,4552176,2.66,Germany2009,,"3,418,005,001,389",43570,Millenials,98697,78448602,9579
274,Germany,2009,male,5-14 years,12,3925018,0.31,Germany2009,,"3,418,005,001,389",43570,Generation Z,98697,78448602,9579
275,Germany,2009,female,5-14 years,9,3726357,0.24,Germany2009,,"3,418,005,001,389",43570,Generation Z,98697,78448602,9579
276,Germany,2010,male,75+ years,1277,2742959,46.56,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Silent,98697,78349067,10030
277,Germany,2010,male,55-74 years,2358,9350157,25.22,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Silent,98697,78349067,10030
278,Germany,2010,male,35-54 years,2605,12731842,20.46,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Generation X,98697,78349067,10030
279,Germany,2010,male,25-34 years,735,4940288,14.88,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Generation X,98697,78349067,10030
280,Germany,2010,female,75+ years,588,4669323,12.59,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Silent,98697,78349067,10030
281,Germany,2010,male,15-24 years,474,4702588,10.08,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Millenials,98697,78349067,10030
282,Germany,2010,female,55-74 years,851,10027136,8.49,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Silent,98697,78349067,10030
283,Germany,2010,female,35-54 years,805,12316695,6.54,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Generation X,98697,78349067,10030
284,Germany,2010,female,25-34 years,177,4807946,3.68,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Generation X,98697,78349067,10030
285,Germany,2010,female,15-24 years,132,4489057,2.94,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Millenials,98697,78349067,10030
286,Germany,2010,male,5-14 years,22,3883512,0.57,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Generation Z,98697,78349067,10030
287,Germany,2010,female,5-14 years,6,3687564,0.16,Germany2010,0.9059999999999999,"3,417,094,562,649",43614,Generation Z,98697,78349067,10030
288,Germany,2011,male,75+ years,1374,2900218,47.38,Germany2011,0.9109999999999999,"3,757,698,281,118",47947,Silent,98697,78371140,10153
289,Germany,2011,male,55-74 years,2538,9396062,27.01,Germany2011,0.9109999999999999,"3,757,698,281,118",47947,Boomers,98697,78371140,10153
290,Germany,2011,male,35-54 years,2582,12614051,20.47,Germany2011,0.9109999999999999,"3,757,698,281,118",47947,Generation X,98697,78371140,10153
291,Germany,2011,male,25-34 years,684,5006064,13.66,Germany2011,0.9109999999999999,"3,757,698,281,118",47947,Millenials,98697,78371140,10153
292,Germany,2011,female,75+ years,624,4791265,13.02,Germany2011,0.9109999999999999,"3,757,698,281,118",47947,Silent,98697,78371140,10153
293,Germany,2011,male,15-24 years,461,4653810,9.91,Germany2011,0.9109999999999999,"3,757,698,281,118",47947,Millenials,98697,78371140,10153
294,Germany,2011,female,55-74 years,802,10049757,7.98,Germany2011,0.9109999999999999,"3,757,698,281,118",47947,Boomers,98697,78371140,10153
295,Germany,2011,female,35-54 years,757,12196847,6.21,Germany2011,0.9109999999999999,"3,757,698,281,118",47947,Generation X,98697,78371140,10153
296,Germany,2011,female,25-34 years,188,4854346,3.87,Germany2011,0.9109999999999999,"3,757,698,281,118",47947,Millenials,98697,78371140,10153
297,Germany,2011,female,15-24 years,122,4432422,2.75,Germany2011,0.9109999999999999,"3,757,698,281,118",47947,Millenials,98697,78371140,10153
298,Germany,2011,male,5-14 years,12,3835083,0.31,Germany2011,0.9109999999999999,"3,757,698,281,118",47947,Generation Z,98697,78371140,10153
299,Germany,2011,female,5-14 years,9,3641215,0.25,Germany2011,0.9109999999999999,"3,757,698,281,118",47947,Generation Z,98697,78371140,10153
300,Germany,2012,male,75+ years,1430,3062435,46.69,Germany2012,0.915,"3,543,983,909,148",45142,Silent,98697,78508115,9896
301,Germany,2012,male,55-74 years,2302,9453082,24.35,Germany2012,0.915,"3,543,983,909,148",45142,Boomers,98697,78508115,9896
302,Germany,2012,male,35-54 years,2408,12515919,19.24,Germany2012,0.915,"3,543,983,909,148",45142,Generation X,98697,78508115,9896
303,Germany,2012,male,25-34 years,699,5099210,13.71,Germany2012,0.915,"3,543,983,909,148",45142,Millenials,98697,78508115,9896
304,Germany,2012,female,75+ years,607,4920842,12.34,Germany2012,0.915,"3,543,983,909,148",45142,Silent,98697,78508115,9896
305,Germany,2012,male,15-24 years,439,4612682,9.52,Germany2012,0.915,"3,543,983,909,148",45142,Millenials,98697,78508115,9896
306,Germany,2012,female,55-74 years,873,10078469,8.66,Germany2012,0.915,"3,543,983,909,148",45142,Boomers,98697,78508115,9896
307,Germany,2012,female,35-54 years,810,12089833,6.7,Germany2012,0.915,"3,543,983,909,148",45142,Generation X,98697,78508115,9896
308,Germany,2012,female,25-34 years,187,4917857,3.8,Germany2012,0.915,"3,543,983,909,148",45142,Millenials,98697,78508115,9896
309,Germany,2012,female,15-24 years,121,4384528,2.76,Germany2012,0.915,"3,543,983,909,148",45142,Millenials,98697,78508115,9896
310,Germany,2012,male,5-14 years,11,3782823,0.29,Germany2012,0.915,"3,543,983,909,148",45142,Generation Z,98697,78508115,9896
311,Germany,2012,female,5-14 years,9,3590435,0.25,Germany2012,0.915,"3,543,983,909,148",45142,Generation Z,98697,78508115,9896
312,Germany,2013,male,75+ years,1518,3115267,48.73,Germany2013,0.915,"3,752,513,503,278",48563,Silent,98697,77270988,10091
313,Germany,2013,male,55-74 years,2379,9314147,25.54,Germany2013,0.915,"3,752,513,503,278",48563,Boomers,98697,77270988,10091
314,Germany,2013,male,35-54 years,2423,12049310,20.11,Germany2013,0.915,"3,752,513,503,278",48563,Generation X,98697,77270988,10091
315,Germany,2013,male,25-34 years,739,5060529,14.6,Germany2013,0.915,"3,752,513,503,278",48563,Millenials,98697,77270988,10091
316,Germany,2013,female,75+ years,641,4984061,12.86,Germany2013,0.915,"3,752,513,503,278",48563,Silent,98697,77270988,10091
317,Germany,2013,female,55-74 years,875,9995322,8.75,Germany2013,0.915,"3,752,513,503,278",48563,Boomers,98697,77270988,10091
318,Germany,2013,male,15-24 years,391,4474441,8.74,Germany2013,0.915,"3,752,513,503,278",48563,Millenials,98697,77270988,10091
319,Germany,2013,female,35-54 years,808,11835769,6.83,Germany2013,0.915,"3,752,513,503,278",48563,Generation X,98697,77270988,10091
320,Germany,2013,female,25-34 years,188,4928834,3.81,Germany2013,0.915,"3,752,513,503,278",48563,Millenials,98697,77270988,10091
321,Germany,2013,female,15-24 years,111,4259808,2.61,Germany2013,0.915,"3,752,513,503,278",48563,Millenials,98697,77270988,10091
322,Germany,2013,female,5-14 years,12,3529729,0.34,Germany2013,0.915,"3,752,513,503,278",48563,Generation Z,98697,77270988,10091
323,Germany,2013,male,5-14 years,6,3723771,0.16,Germany2013,0.915,"3,752,513,503,278",48563,Generation Z,98697,77270988,10091
324,Germany,2014,male,75+ years,1608,3300059,48.73,Germany2014,0.9159999999999999,"3,890,606,893,347",50167,Silent,98697,77552369,10217
325,Germany,2014,male,55-74 years,2410,9358747,25.75,Germany2014,0.9159999999999999,"3,890,606,893,347",50167,Boomers,98697,77552369,10217
326,Germany,2014,male,35-54 years,2444,11949414,20.45,Germany2014,0.9159999999999999,"3,890,606,893,347",50167,Generation X,98697,77552369,10217
327,Germany,2014,male,25-34 years,750,5179803,14.48,Germany2014,0.9159999999999999,"3,890,606,893,347",50167,Millenials,98697,77552369,10217
328,Germany,2014,female,75+ years,621,5151214,12.06,Germany2014,0.9159999999999999,"3,890,606,893,347",50167,Silent,98697,77552369,10217
329,Germany,2014,male,15-24 years,397,4452615,8.92,Germany2014,0.9159999999999999,"3,890,606,893,347",50167,Millenials,98697,77552369,10217
330,Germany,2014,female,55-74 years,855,10013338,8.54,Germany2014,0.9159999999999999,"3,890,606,893,347",50167,Boomers,98697,77552369,10217
331,Germany,2014,female,35-54 years,801,11728001,6.83,Germany2014,0.9159999999999999,"3,890,606,893,347",50167,Generation X,98697,77552369,10217
332,Germany,2014,female,25-34 years,182,5005685,3.64,Germany2014,0.9159999999999999,"3,890,606,893,347",50167,Millenials,98697,77552369,10217
333,Germany,2014,female,15-24 years,121,4215773,2.87,Germany2014,0.9159999999999999,"3,890,606,893,347",50167,Millenials,98697,77552369,10217
334,Germany,2014,male,5-14 years,20,3695813,0.54,Germany2014,0.9159999999999999,"3,890,606,893,347",50167,Generation Z,98697,77552369,10217
335,Germany,2014,female,5-14 years,8,3501907,0.23,Germany2014,0.9159999999999999,"3,890,606,893,347",50167,Generation Z,98697,77552369,10217
336,Germany,2015,male,75+ years,1729,3487628,49.58,Germany2015,,"3,375,611,100,742",43201,Silent,98697,78136683,10088
337,Germany,2015,male,55-74 years,2304,9436572,24.42,Germany2015,,"3,375,611,100,742",43201,Boomers,98697,78136683,10088
338,Germany,2015,male,35-54 years,2267,11854531,19.12,Germany2015,,"3,375,611,100,742",43201,Generation X,98697,78136683,10088
339,Germany,2015,male,25-34 years,721,5336932,13.51,Germany2015,,"3,375,611,100,742",43201,Millenials,98697,78136683,10088
340,Germany,2015,female,75+ years,635,5338738,11.89,Germany2015,,"3,375,611,100,742",43201,Silent,98697,78136683,10088
341,Germany,2015,female,55-74 years,908,10054932,9.03,Germany2015,,"3,375,611,100,742",43201,Boomers,98697,78136683,10088
342,Germany,2015,male,15-24 years,376,4520300,8.32,Germany2015,,"3,375,611,100,742",43201,Millenials,98697,78136683,10088
343,Germany,2015,female,35-54 years,800,11616616,6.89,Germany2015,,"3,375,611,100,742",43201,Generation X,98697,78136683,10088
344,Germany,2015,female,25-34 years,193,5061297,3.81,Germany2015,,"3,375,611,100,742",43201,Millenials,98697,78136683,10088
345,Germany,2015,female,15-24 years,136,4195185,3.24,Germany2015,,"3,375,611,100,742",43201,Millenials,98697,78136683,10088
346,Germany,2015,female,5-14 years,13,3517216,0.37,Germany2015,,"3,375,611,100,742",43201,Generation Z,98697,78136683,10088
347,Germany,2015,male,5-14 years,6,3716736,0.16,Germany2015,,"3,375,611,100,742",43201,Generation Z,98697,78136683,10088
348,Japan,2006,male,55-74 years,7921,16002000,49.5,Japan2006,,"4,530,377,224,970",37534,Silent,278985,120702000,29769
349,Japan,2006,male,35-54 years,7436,16519000,45.01,Japan2006,,"4,530,377,224,970",37534,Boomers,278985,120702000,29769
350,Japan,2006,male,75+ years,1945,4512000,43.11,Japan2006,,"4,530,377,224,970",37534,Silent,278985,120702000,29769
351,Japan,2006,male,25-34 years,2667,8758000,30.45,Japan2006,,"4,530,377,224,970",37534,Generation X,278985,120702000,29769
352,Japan,2006,female,75+ years,1639,7608000,21.54,Japan2006,,"4,530,377,224,970",37534,Silent,278985,120702000,29769
353,Japan,2006,male,15-24 years,1257,6916000,18.18,Japan2006,,"4,530,377,224,970",37534,Millenials,278985,120702000,29769
354,Japan,2006,female,55-74 years,2866,17213000,16.65,Japan2006,,"4,530,377,224,970",37534,Silent,278985,120702000,29769
355,Japan,2006,female,35-54 years,2193,16320000,13.44,Japan2006,,"4,530,377,224,970",37534,Boomers,278985,120702000,29769
356,Japan,2006,female,25-34 years,1133,8473000,13.37,Japan2006,,"4,530,377,224,970",37534,Generation X,278985,120702000,29769
357,Japan,2006,female,15-24 years,635,6548000,9.7,Japan2006,,"4,530,377,224,970",37534,Millenials,278985,120702000,29769
358,Japan,2006,male,5-14 years,57,6066000,0.94,Japan2006,,"4,530,377,224,970",37534,Millenials,278985,120702000,29769
359,Japan,2006,female,5-14 years,20,5767000,0.35,Japan2006,,"4,530,377,224,970",37534,Millenials,278985,120702000,29769
360,Japan,2007,male,55-74 years,8184,16130000,50.74,Japan2007,,"4,515,264,514,431",37408,Silent,278985,120704000,30665
361,Japan,2007,male,75+ years,2205,4744000,46.48,Japan2007,,"4,515,264,514,431",37408,Silent,278985,120704000,30665
362,Japan,2007,male,35-54 years,7599,16557000,45.9,Japan2007,,"4,515,264,514,431",37408,Boomers,278985,120704000,30665
363,Japan,2007,male,25-34 years,2596,8501000,30.54,Japan2007,,"4,515,264,514,431",37408,Generation X,278985,120704000,30665
364,Japan,2007,female,75+ years,1691,7913000,21.37,Japan2007,,"4,515,264,514,431",37408,Silent,278985,120704000,30665
365,Japan,2007,male,15-24 years,1252,6795000,18.43,Japan2007,,"4,515,264,514,431",37408,Millenials,278985,120704000,30665
366,Japan,2007,female,55-74 years,3108,17338000,17.93,Japan2007,,"4,515,264,514,431",37408,Silent,278985,120704000,30665
367,Japan,2007,female,35-54 years,2303,16325000,14.11,Japan2007,,"4,515,264,514,431",37408,Boomers,278985,120704000,30665
368,Japan,2007,female,25-34 years,1084,8212000,13.2,Japan2007,,"4,515,264,514,431",37408,Generation X,278985,120704000,30665
369,Japan,2007,female,15-24 years,596,6430000,9.27,Japan2007,,"4,515,264,514,431",37408,Millenials,278985,120704000,30665
370,Japan,2007,male,5-14 years,31,6027000,0.51,Japan2007,,"4,515,264,514,431",37408,Generation Z,278985,120704000,30665
371,Japan,2007,female,5-14 years,16,5732000,0.28,Japan2007,,"4,515,264,514,431",37408,Generation Z,278985,120704000,30665
372,Japan,2008,male,55-74 years,7894,16197000,48.74,Japan2008,,"5,037,908,465,114",41773,Silent,278985,120602000,30073
373,Japan,2008,male,35-54 years,7344,16657000,44.09,Japan2008,,"5,037,908,465,114",41773,Boomers,278985,120602000,30073
374,Japan,2008,male,75+ years,2132,4965000,42.94,Japan2008,,"5,037,908,465,114",41773,Silent,278985,120602000,30073
375,Japan,2008,male,25-34 years,2651,8234000,32.2,Japan2008,,"5,037,908,465,114",41773,Generation X,278985,120602000,30073
376,Japan,2008,female,75+ years,1673,8207000,20.39,Japan2008,,"5,037,908,465,114",41773,Silent,278985,120602000,30073
377,Japan,2008,male,15-24 years,1343,6650000,20.2,Japan2008,,"5,037,908,465,114",41773,Millenials,278985,120602000,30073
378,Japan,2008,female,55-74 years,2885,17395000,16.59,Japan2008,,"5,037,908,465,114",41773,Silent,278985,120602000,30073
379,Japan,2008,female,25-34 years,1203,7933000,15.16,Japan2008,,"5,037,908,465,114",41773,Generation X,278985,120602000,30073
380,Japan,2008,female,35-54 years,2237,16400000,13.64,Japan2008,,"5,037,908,465,114",41773,Boomers,278985,120602000,30073
381,Japan,2008,female,15-24 years,652,6293000,10.36,Japan2008,,"5,037,908,465,114",41773,Millenials,278985,120602000,30073
382,Japan,2008,male,5-14 years,41,5982000,0.69,Japan2008,,"5,037,908,465,114",41773,Generation Z,278985,120602000,30073
383,Japan,2008,female,5-14 years,18,5689000,0.32,Japan2008,,"5,037,908,465,114",41773,Generation Z,278985,120602000,30073
384,Japan,2009,male,55-74 years,7983,16224000,49.2,Japan2009,,"5,231,382,674,594",43415,Silent,278985,120496000,30523
385,Japan,2009,male,35-54 years,7799,16796000,46.43,Japan2009,,"5,231,382,674,594",43415,Boomers,278985,120496000,30523
386,Japan,2009,male,75+ years,2216,5174000,42.83,Japan2009,,"5,231,382,674,594",43415,Silent,278985,120496000,30523
387,Japan,2009,male,25-34 years,2657,7987000,33.27,Japan2009,,"5,231,382,674,594",43415,Generation X,278985,120496000,30523
388,Japan,2009,male,15-24 years,1326,6514000,20.36,Japan2009,,"5,231,382,674,594",43415,Millenials,278985,120496000,30523
389,Japan,2009,female,75+ years,1649,8488000,19.43,Japan2009,,"5,231,382,674,594",43415,Silent,278985,120496000,30523
390,Japan,2009,female,55-74 years,2820,17413000,16.19,Japan2009,,"5,231,382,674,594",43415,Silent,278985,120496000,30523
391,Japan,2009,female,25-34 years,1085,7679000,14.13,Japan2009,,"5,231,382,674,594",43415,Generation X,278985,120496000,30523
392,Japan,2009,female,35-54 years,2328,16517000,14.09,Japan2009,,"5,231,382,674,594",43415,Boomers,278985,120496000,30523
393,Japan,2009,female,15-24 years,605,6163000,9.82,Japan2009,,"5,231,382,674,594",43415,Millenials,278985,120496000,30523
394,Japan,2009,male,5-14 years,34,5914000,0.57,Japan2009,,"5,231,382,674,594",43415,Generation Z,278985,120496000,30523
395,Japan,2009,female,5-14 years,21,5627000,0.37,Japan2009,,"5,231,382,674,594",43415,Generation Z,278985,120496000,30523
396,Japan,2010,male,55-74 years,7466,16402437,45.52,Japan2010,0.884,"5,700,098,114,744",47059,Silent,278985,121127267,29411
397,Japan,2010,male,35-54 years,7351,17131261,42.91,Japan2010,0.884,"5,700,098,114,744",47059,Generation X,278985,121127267,29411
398,Japan,2010,male,75+ years,2188,5345432,40.93,Japan2010,0.884,"5,700,098,114,744",47059,Silent,278985,121127267,29411
399,Japan,2010,male,25-34 years,2543,7822984,32.51,Japan2010,0.884,"5,700,098,114,744",47059,Generation X,278985,121127267,29411
400,Japan,2010,male,15-24 years,1315,6324856,20.79,Japan2010,0.884,"5,700,098,114,744",47059,Millenials,278985,121127267,29411
401,Japan,2010,female,75+ years,1686,8804107,19.15,Japan2010,0.884,"5,700,098,114,744",47059,Silent,278985,121127267,29411
402,Japan,2010,female,55-74 years,2879,17525806,16.43,Japan2010,0.884,"5,700,098,114,744",47059,Silent,278985,121127267,29411
403,Japan,2010,female,35-54 years,2404,16781836,14.33,Japan2010,0.884,"5,700,098,114,744",47059,Generation X,278985,121127267,29411
404,Japan,2010,female,25-34 years,1008,7545642,13.36,Japan2010,0.884,"5,700,098,114,744",47059,Generation X,278985,121127267,29411
405,Japan,2010,female,15-24 years,508,6008624,8.45,Japan2010,0.884,"5,700,098,114,744",47059,Millenials,278985,121127267,29411
406,Japan,2010,male,5-14 years,42,5855595,0.72,Japan2010,0.884,"5,700,098,114,744",47059,Generation Z,278985,121127267,29411
407,Japan,2010,female,5-14 years,21,5578687,0.38,Japan2010,0.884,"5,700,098,114,744",47059,Generation Z,278985,121127267,29411
408,Japan,2011,male,55-74 years,6858,16343000,41.96,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Boomers,278985,120927000,28766
409,Japan,2011,male,35-54 years,6975,17224000,40.5,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Generation X,278985,120927000,28766
410,Japan,2011,male,75+ years,2188,5570000,39.28,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Silent,278985,120927000,28766
411,Japan,2011,male,25-34 years,2404,7588000,31.68,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Millenials,278985,120927000,28766
412,Japan,2011,male,15-24 years,1304,6246000,20.88,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Millenials,278985,120927000,28766
413,Japan,2011,female,75+ years,1754,9092000,19.29,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Silent,278985,120927000,28766
414,Japan,2011,female,55-74 years,2883,17447000,16.52,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Boomers,278985,120927000,28766
415,Japan,2011,female,35-54 years,2598,16861000,15.41,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Generation X,278985,120927000,28766
416,Japan,2011,female,25-34 years,1112,7314000,15.2,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Millenials,278985,120927000,28766
417,Japan,2011,female,15-24 years,616,5931000,10.39,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Millenials,278985,120927000,28766
418,Japan,2011,male,5-14 years,52,5792000,0.9,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Generation Z,278985,120927000,28766
419,Japan,2011,female,5-14 years,22,5519000,0.4,Japan2011,0.8859999999999999,"6,157,459,594,824",50919,Generation Z,278985,120927000,28766
420,Japan,2012,male,75+ years,2262,5783000,39.11,Japan2012,0.888,"6,203,213,121,334",51379,Silent,278985,120735000,26338
421,Japan,2012,male,55-74 years,6134,16254000,37.74,Japan2012,0.888,"6,203,213,121,334",51379,Boomers,278985,120735000,26338
422,Japan,2012,male,35-54 years,6413,17318000,37.03,Japan2012,0.888,"6,203,213,121,334",51379,Generation X,278985,120735000,26338
423,Japan,2012,male,25-34 years,2244,7384000,30.39,Japan2012,0.888,"6,203,213,121,334",51379,Millenials,278985,120735000,26338
424,Japan,2012,male,15-24 years,1294,6185000,20.92,Japan2012,0.888,"6,203,213,121,334",51379,Millenials,278985,120735000,26338
425,Japan,2012,female,75+ years,1612,9362000,17.22,Japan2012,0.888,"6,203,213,121,334",51379,Silent,278985,120735000,26338
