,country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation
2114,Austria,2012,female,75+ years,76,430436,17.66,Austria2012,0.884,"409,425,234,155",50979,Silent
2115,Austria,2012,male,15-24 years,66,519503,12.7,Austria2012,0.884,"409,425,234,155",50979,Millenials
2116,Austria,2012,female,55-74 years,99,962372,10.29,Austria2012,0.884,"409,425,234,155",50979,Boomers
2117,Austria,2012,female,35-54 years,87,1283769,6.78,Austria2012,0.884,"409,425,234,155",50979,Generation X
2118,Austria,2012,female,25-34 years,20,547787,3.65,Austria2012,0.884,"409,425,234,155",50979,Millenials
2119,Austria,2012,female,15-24 years,6,497838,1.21,Austria2012,0.884,"409,425,234,155",50979,Millenials
2120,Austria,2012,male,5-14 years,3,422849,0.71,Austria2012,0.884,"409,425,234,155",50979,Generation Z
2121,Austria,2012,female,5-14 years,1,402730,0.25,Austria2012,0.884,"409,425,234,155",50979,Generation Z
2122,Austria,2013,male,75+ years,221,255540,86.48,Austria2013,0.884,"430,068,712,972",53229,Silent
2123,Austria,2013,male,55-74 years,299,893602,33.46,Austria2013,0.884,"430,068,712,972",53229,Boomers
2124,Austria,2013,male,35-54 years,317,1282009,24.73,Austria2013,0.884,"430,068,712,972",53229,Generation X
2125,Austria,2013,female,75+ years,64,431074,14.85,Austria2013,0.884,"430,068,712,972",53229,Silent
2126,Austria,2013,male,25-34 years,75,563630,13.31,Austria2013,0.884,"430,068,712,972",53229,Millenials
2127,Austria,2013,female,55-74 years,118,981829,12.02,Austria2013,0.884,"430,068,712,972",53229,Boomers
2128,Austria,2013,male,15-24 years,54,518852,10.41,Austria2013,0.884,"430,068,712,972",53229,Millenials
2129,Austria,2013,female,35-54 years,94,1279480,7.35,Austria2013,0.884,"430,068,712,972",53229,Generation X
2130,Austria,2013,female,25-34 years,25,556475,4.49,Austria2013,0.884,"430,068,712,972",53229,Millenials
2131,Austria,2013,female,15-24 years,20,496526,4.03,Austria2013,0.884,"430,068,712,972",53229,Millenials
2132,Austria,2013,female,5-14 years,3,400256,0.75,Austria2013,0.884,"430,068,712,972",53229,Generation Z
2133,Austria,2013,male,5-14 years,1,420342,0.24,Austria2013,0.884,"430,068,712,972",53229,Generation Z
2134,Austria,2014,male,75+ years,206,269625,76.4,Austria2014,0.885,"441,885,415,806",54278,Silent
2135,Austria,2014,male,55-74 years,282,906857,31.1,Austria2014,0.885,"441,885,415,806",54278,Boomers
2136,Austria,2014,male,35-54 years,321,1280204,25.07,Austria2014,0.885,"441,885,415,806",54278,Generation X
2137,Austria,2014,female,75+ years,77,442472,17.4,Austria2014,0.885,"441,885,415,806",54278,Silent
2138,Austria,2014,male,25-34 years,100,576126,17.36,Austria2014,0.885,"441,885,415,806",54278,Millenials
2139,Austria,2014,male,15-24 years,79,516580,15.29,Austria2014,0.885,"441,885,415,806",54278,Millenials
2140,Austria,2014,female,55-74 years,108,993973,10.87,Austria2014,0.885,"441,885,415,806",54278,Boomers
2141,Austria,2014,female,35-54 years,93,1276047,7.29,Austria2014,0.885,"441,885,415,806",54278,Generation X
2142,Austria,2014,female,25-34 years,29,566622,5.12,Austria2014,0.885,"441,885,415,806",54278,Millenials
2143,Austria,2014,female,15-24 years,17,493605,3.44,Austria2014,0.885,"441,885,415,806",54278,Millenials
2144,Austria,2014,male,5-14 years,2,419646,0.48,Austria2014,0.885,"441,885,415,806",54278,Generation Z
2145,Austria,2014,female,5-14 years,0,399408,0.0,Austria2014,0.885,"441,885,415,806",54278,Generation Z
2146,Austria,2015,male,75+ years,214,290329,73.71,Austria2015,,"382,065,930,308",46484,Silent
2147,Austria,2015,male,55-74 years,294,915115,32.13,Austria2015,,"382,065,930,308",46484,Boomers
2148,Austria,2015,male,35-54 years,313,1279822,24.46,Austria2015,,"382,065,930,308",46484,Generation X
2149,Austria,2015,female,75+ years,70,461676,15.16,Austria2015,,"382,065,930,308",46484,Silent
2150,Austria,2015,male,25-34 years,78,590968,13.2,Austria2015,,"382,065,930,308",46484,Millenials
2151,Austria,2015,male,15-24 years,61,519646,11.74,Austria2015,,"382,065,930,308",46484,Millenials
2152,Austria,2015,female,55-74 years,100,998854,10.01,Austria2015,,"382,065,930,308",46484,Boomers
2153,Austria,2015,female,35-54 years,79,1273034,6.21,Austria2015,,"382,065,930,308",46484,Generation X
2154,Austria,2015,female,15-24 years,19,490742,3.87,Austria2015,,"382,065,930,308",46484,Millenials
2155,Austria,2015,female,25-34 years,21,576661,3.64,Austria2015,,"382,065,930,308",46484,Millenials
2156,Austria,2015,female,5-14 years,1,400831,0.25,Austria2015,,"382,065,930,308",46484,Generation Z
2157,Austria,2015,male,5-14 years,1,421708,0.24,Austria2015,,"382,065,930,308",46484,Generation Z
2348,Azerbaijan,2007,male,75+ years,3,75400,3.98,Azerbaijan2007,,"33,050,343,783",4172,Silent
2349,Azerbaijan,2007,male,55-74 years,8,381400,2.1,Azerbaijan2007,,"33,050,343,783",4172,Silent
2350,Azerbaijan,2007,male,35-54 years,15,1146950,1.31,Azerbaijan2007,,"33,050,343,783",4172,Boomers
2351,Azerbaijan,2007,male,25-34 years,8,647850,1.23,Azerbaijan2007,,"33,050,343,783",4172,Generation X
2352,Azerbaijan,2007,female,75+ years,1,118150,0.85,Azerbaijan2007,,"33,050,343,783",4172,Silent
2353,Azerbaijan,2007,female,15-24 years,5,872100,0.57,Azerbaijan2007,,"33,050,343,783",4172,Millenials
2354,Azerbaijan,2007,male,5-14 years,4,711200,0.56,Azerbaijan2007,,"33,050,343,783",4172,Generation Z
2355,Azerbaijan,2007,female,35-54 years,5,1267550,0.39,Azerbaijan2007,,"33,050,343,783",4172,Boomers
2356,Azerbaijan,2007,male,15-24 years,3,913150,0.33,Azerbaijan2007,,"33,050,343,783",4172,Millenials
2357,Azerbaijan,2007,female,25-34 years,2,680650,0.29,Azerbaijan2007,,"33,050,343,783",4172,Generation X
2358,Azerbaijan,2007,female,55-74 years,1,462700,0.22,Azerbaijan2007,,"33,050,343,783",4172,Silent
2359,Azerbaijan,2007,female,5-14 years,0,644000,0.0,Azerbaijan2007,,"33,050,343,783",4172,Generation Z
2540,Bahamas,2006,male,15-24 years,1,29472,3.39,Bahamas2006,,"10,167,250,000",32957,Millenials
2541,Bahamas,2006,male,35-54 years,1,44490,2.25,Bahamas2006,,"10,167,250,000",32957,Boomers
2542,Bahamas,2006,female,15-24 years,0,29420,0.0,Bahamas2006,,"10,167,250,000",32957,Millenials
2543,Bahamas,2006,female,25-34 years,0,27172,0.0,Bahamas2006,,"10,167,250,000",32957,Generation X
2544,Bahamas,2006,female,35-54 years,0,47679,0.0,Bahamas2006,,"10,167,250,000",32957,Boomers
2545,Bahamas,2006,female,5-14 years,0,28256,0.0,Bahamas2006,,"10,167,250,000",32957,Millenials
2546,Bahamas,2006,female,55-74 years,0,21081,0.0,Bahamas2006,,"10,167,250,000",32957,Silent
2547,Bahamas,2006,female,75+ years,0,4817,0.0,Bahamas2006,,"10,167,250,000",32957,Silent
2548,Bahamas,2006,male,25-34 years,0,26713,0.0,Bahamas2006,,"10,167,250,000",32957,Generation X
2549,Bahamas,2006,male,5-14 years,0,28912,0.0,Bahamas2006,,"10,167,250,000",32957,Millenials
2550,Bahamas,2006,male,55-74 years,0,17743,0.0,Bahamas2006,,"10,167,250,000",32957,Silent
2551,Bahamas,2006,male,75+ years,0,2744,0.0,Bahamas2006,,"10,167,250,000",32957,Silent
2552,Bahamas,2007,male,35-54 years,2,45790,4.37,Bahamas2007,,"10,618,340,000",33710,Boomers
2553,Bahamas,2007,male,25-34 years,1,27047,3.7,Bahamas2007,,"10,618,340,000",33710,Generation X
2554,Bahamas,2007,male,15-24 years,1,30182,3.31,Bahamas2007,,"10,618,340,000",33710,Millenials
2555,Bahamas,2007,female,35-54 years,1,48976,2.04,Bahamas2007,,"10,618,340,000",33710,Boomers
2556,Bahamas,2007,female,15-24 years,0,30101,0.0,Bahamas2007,,"10,618,340,000",33710,Millenials
2557,Bahamas,2007,female,25-34 years,0,27419,0.0,Bahamas2007,,"10,618,340,000",33710,Generation X
2558,Bahamas,2007,female,5-14 years,0,28225,0.0,Bahamas2007,,"10,618,340,000",33710,Generation Z
2559,Bahamas,2007,female,55-74 years,0,21936,0.0,Bahamas2007,,"10,618,340,000",33710,Silent
2560,Bahamas,2007,female,75+ years,0,5046,0.0,Bahamas2007,,"10,618,340,000",33710,Silent
2561,Bahamas,2007,male,5-14 years,0,28953,0.0,Bahamas2007,,"10,618,340,000",33710,Generation Z
2562,Bahamas,2007,male,55-74 years,0,18460,0.0,Bahamas2007,,"10,618,340,000",33710,Silent
2563,Bahamas,2007,male,75+ years,0,2854,0.0,Bahamas2007,,"10,618,340,000",33710,Silent
2564,Bahamas,2008,male,25-34 years,1,27416,3.65,Bahamas2008,,"10,526,000,000",32746,Generation X
2565,Bahamas,2008,male,5-14 years,1,28759,3.48,Bahamas2008,,"10,526,000,000",32746,Generation Z
2566,Bahamas,2008,male,15-24 years,1,30842,3.24,Bahamas2008,,"10,526,000,000",32746,Millenials
2567,Bahamas,2008,male,35-54 years,1,47227,2.12,Bahamas2008,,"10,526,000,000",32746,Boomers
2568,Bahamas,2008,female,15-24 years,0,30739,0.0,Bahamas2008,,"10,526,000,000",32746,Millenials
2569,Bahamas,2008,female,25-34 years,0,27705,0.0,Bahamas2008,,"10,526,000,000",32746,Generation X
2570,Bahamas,2008,female,35-54 years,0,50385,0.0,Bahamas2008,,"10,526,000,000",32746,Boomers
2571,Bahamas,2008,female,5-14 years,0,27972,0.0,Bahamas2008,,"10,526,000,000",32746,Generation Z
2572,Bahamas,2008,female,55-74 years,0,22905,0.0,Bahamas2008,,"10,526,000,000",32746,Silent
2573,Bahamas,2008,female,75+ years,0,5272,0.0,Bahamas2008,,"10,526,000,000",32746,Silent
2574,Bahamas,2008,male,55-74 years,0,19279,0.0,Bahamas2008,,"10,526,000,000",32746,Silent
2575,Bahamas,2008,male,75+ years,0,2946,0.0,Bahamas2008,,"10,526,000,000",32746,Silent
2576,Bahamas,2009,male,15-24 years,2,31432,6.36,Bahamas2009,,"9,981,960,000",30450,Millenials
2577,Bahamas,2009,male,35-54 years,2,48784,4.1,Bahamas2009,,"9,981,960,000",30450,Boomers
2578,Bahamas,2009,male,25-34 years,1,27862,3.59,Bahamas2009,,"9,981,960,000",30450,Generation X
2579,Bahamas,2009,female,35-54 years,1,51877,1.93,Bahamas2009,,"9,981,960,000",30450,Boomers
2580,Bahamas,2009,female,15-24 years,0,31298,0.0,Bahamas2009,,"9,981,960,000",30450,Millenials
2581,Bahamas,2009,female,25-34 years,0,28059,0.0,Bahamas2009,,"9,981,960,000",30450,Generation X
2582,Bahamas,2009,female,5-14 years,0,27474,0.0,Bahamas2009,,"9,981,960,000",30450,Generation Z
2583,Bahamas,2009,female,55-74 years,0,23987,0.0,Bahamas2009,,"9,981,960,000",30450,Silent
2584,Bahamas,2009,female,75+ years,0,5515,0.0,Bahamas2009,,"9,981,960,000",30450,Silent
2585,Bahamas,2009,male,5-14 years,0,28311,0.0,Bahamas2009,,"9,981,960,000",30450,Generation Z
2586,Bahamas,2009,male,55-74 years,0,20196,0.0,Bahamas2009,,"9,981,960,000",30450,Silent
2587,Bahamas,2009,male,75+ years,0,3018,0.0,Bahamas2009,,"9,981,960,000",30450,Silent
2588,Bahamas,2010,male,75+ years,1,3090,32.36,Bahamas2010,0.774,"10,095,760,000",30239,Silent
2589,Bahamas,2010,female,15-24 years,2,31792,6.29,Bahamas2010,0.774,"10,095,760,000",30239,Millenials
2590,Bahamas,2010,male,35-54 years,3,50326,5.96,Bahamas2010,0.774,"10,095,760,000",30239,Generation X
2591,Bahamas,2010,male,55-74 years,1,21188,4.72,Bahamas2010,0.774,"10,095,760,000",30239,Silent
2592,Bahamas,2010,female,55-74 years,1,25150,3.98,Bahamas2010,0.774,"10,095,760,000",30239,Silent
2593,Bahamas,2010,male,15-24 years,1,31968,3.13,Bahamas2010,0.774,"10,095,760,000",30239,Millenials
2594,Bahamas,2010,female,35-54 years,1,53312,1.88,Bahamas2010,0.774,"10,095,760,000",30239,Generation X
2595,Bahamas,2010,female,25-34 years,0,28521,0.0,Bahamas2010,0.774,"10,095,760,000",30239,Generation X
2596,Bahamas,2010,female,5-14 years,0,26732,0.0,Bahamas2010,0.774,"10,095,760,000",30239,Generation Z
2597,Bahamas,2010,female,75+ years,0,5772,0.0,Bahamas2010,0.774,"10,095,760,000",30239,Silent
2598,Bahamas,2010,male,25-34 years,0,28398,0.0,Bahamas2010,0.774,"10,095,760,000",30239,Generation X
2599,Bahamas,2010,male,5-14 years,0,27620,0.0,Bahamas2010,0.774,"10,095,760,000",30239,Generation Z
2600,Bahamas,2011,male,55-74 years,1,22178,4.51,Bahamas2011,0.778,"10,070,450,000",29761,Boomers
2601,Bahamas,2011,female,25-34 years,1,29138,3.43,Bahamas2011,0.778,"10,070,450,000",29761,Millenials
2602,Bahamas,2011,male,15-24 years,1,32343,3.09,Bahamas2011,0.778,"10,070,450,000",29761,Millenials
2603,Bahamas,2011,male,35-54 years,1,50932,1.96,Bahamas2011,0.778,"10,070,450,000",29761,Generation X
2604,Bahamas,2011,female,15-24 years,0,32120,0.0,Bahamas2011,0.778,"10,070,450,000",29761,Millenials
2605,Bahamas,2011,female,35-54 years,0,53821,0.0,Bahamas2011,0.778,"10,070,450,000",29761,Generation X
2606,Bahamas,2011,female,5-14 years,0,26108,0.0,Bahamas2011,0.778,"10,070,450,000",29761,Generation Z
2607,Bahamas,2011,female,55-74 years,0,26262,0.0,Bahamas2011,0.778,"10,070,450,000",29761,Boomers
2608,Bahamas,2011,female,75+ years,0,6106,0.0,Bahamas2011,0.778,"10,070,450,000",29761,Silent
2609,Bahamas,2011,male,25-34 years,0,28997,0.0,Bahamas2011,0.778,"10,070,450,000",29761,Millenials
2610,Bahamas,2011,male,5-14 years,0,27054,0.0,Bahamas2011,0.778,"10,070,450,000",29761,Generation Z
2611,Bahamas,2011,male,75+ years,0,3324,0.0,Bahamas2011,0.778,"10,070,450,000",29761,Silent
2612,Bahamas,2012,male,15-24 years,2,32716,6.11,Bahamas2012,0.7829999999999999,"10,720,500,000",31204,Millenials
2613,Bahamas,2012,male,35-54 years,2,51466,3.89,Bahamas2012,0.7829999999999999,"10,720,500,000",31204,Generation X
2614,Bahamas,2012,female,35-54 years,1,54245,1.84,Bahamas2012,0.7829999999999999,"10,720,500,000",31204,Generation X
2615,Bahamas,2012,female,15-24 years,0,32430,0.0,Bahamas2012,0.7829999999999999,"10,720,500,000",31204,Millenials
2616,Bahamas,2012,female,25-34 years,0,29909,0.0,Bahamas2012,0.7829999999999999,"10,720,500,000",31204,Millenials
2617,Bahamas,2012,female,5-14 years,0,25670,0.0,Bahamas2012,0.7829999999999999,"10,720,500,000",31204,Generation Z
2618,Bahamas,2012,female,55-74 years,0,27444,0.0,Bahamas2012,0.7829999999999999,"10,720,500,000",31204,Boomers
2619,Bahamas,2012,female,75+ years,0,6463,0.0,Bahamas2012,0.7829999999999999,"10,720,500,000",31204,Silent
2620,Bahamas,2012,male,25-34 years,0,29740,0.0,Bahamas2012,0.7829999999999999,"10,720,500,000",31204,Millenials
2621,Bahamas,2012,male,5-14 years,0,26675,0.0,Bahamas2012,0.7829999999999999,"10,720,500,000",31204,Generation Z
2622,Bahamas,2012,male,55-74 years,0,23216,0.0,Bahamas2012,0.7829999999999999,"10,720,500,000",31204,Boomers
2623,Bahamas,2012,male,75+ years,0,3584,0.0,Bahamas2012,0.7829999999999999,"10,720,500,000",31204,Silent
2624,Bahamas,2013,male,55-74 years,2,24298,8.23,Bahamas2013,0.7859999999999999,"10,627,600,000",30455,Boomers
2625,Bahamas,2013,male,35-54 years,2,51912,3.85,Bahamas2013,0.7859999999999999,"10,627,600,000",30455,Generation X
2626,Bahamas,2013,female,35-54 years,1,54567,1.83,Bahamas2013,0.7859999999999999,"10,627,600,000",30455,Generation X
2627,Bahamas,2013,female,15-24 years,0,32613,0.0,Bahamas2013,0.7859999999999999,"10,627,600,000",30455,Millenials
2628,Bahamas,2013,female,25-34 years,0,30751,0.0,Bahamas2013,0.7859999999999999,"10,627,600,000",30455,Millenials
2629,Bahamas,2013,female,5-14 years,0,25435,0.0,Bahamas2013,0.7859999999999999,"10,627,600,000",30455,Generation Z
2630,Bahamas,2013,female,55-74 years,0,28689,0.0,Bahamas2013,0.7859999999999999,"10,627,600,000",30455,Boomers
2631,Bahamas,2013,female,75+ years,0,6828,0.0,Bahamas2013,0.7859999999999999,"10,627,600,000",30455,Silent
2632,Bahamas,2013,male,15-24 years,0,32971,0.0,Bahamas2013,0.7859999999999999,"10,627,600,000",30455,Millenials
2633,Bahamas,2013,male,25-34 years,0,30545,0.0,Bahamas2013,0.7859999999999999,"10,627,600,000",30455,Millenials
2634,Bahamas,2013,male,5-14 years,0,26496,0.0,Bahamas2013,0.7859999999999999,"10,627,600,000",30455,Generation Z
2635,Bahamas,2013,male,75+ years,0,3854,0.0,Bahamas2013,0.7859999999999999,"10,627,600,000",30455,Silent
2780,Bahrain,2006,male,25-34 years,12,158656,7.56,Bahrain2006,,"18,505,053,191",20826,Generation X
2781,Bahrain,2006,female,25-34 years,5,80271,6.23,Bahrain2006,,"18,505,053,191",20826,Generation X
2782,Bahrain,2006,female,15-24 years,3,69020,4.35,Bahrain2006,,"18,505,053,191",20826,Millenials
2783,Bahrain,2006,male,55-74 years,1,29960,3.34,Bahrain2006,,"18,505,053,191",20826,Silent
2784,Bahrain,2006,female,35-54 years,3,100668,2.98,Bahrain2006,,"18,505,053,191",20826,Boomers
2785,Bahrain,2006,male,35-54 years,3,192597,1.56,Bahrain2006,,"18,505,053,191",20826,Boomers
2786,Bahrain,2006,male,15-24 years,1,86090,1.16,Bahrain2006,,"18,505,053,191",20826,Millenials
2787,Bahrain,2006,female,5-14 years,0,68590,0.0,Bahrain2006,,"18,505,053,191",20826,Millenials
2788,Bahrain,2006,female,55-74 years,0,21363,0.0,Bahrain2006,,"18,505,053,191",20826,Silent
2789,Bahrain,2006,female,75+ years,0,4915,0.0,Bahrain2006,,"18,505,053,191",20826,Silent
2790,Bahrain,2006,male,5-14 years,0,71974,0.0,Bahrain2006,,"18,505,053,191",20826,Millenials
2791,Bahrain,2006,male,75+ years,0,4439,0.0,Bahrain2006,,"18,505,053,191",20826,Silent
2792,Bahrain,2007,male,25-34 years,14,176938,7.91,Bahrain2007,,"21,730,000,000",22524,Generation X
2793,Bahrain,2007,male,35-54 years,13,212426,6.12,Bahrain2007,,"21,730,000,000",22524,Boomers
2794,Bahrain,2007,male,55-74 years,2,32965,6.07,Bahrain2007,,"21,730,000,000",22524,Silent
2795,Bahrain,2007,male,15-24 years,5,92875,5.38,Bahrain2007,,"21,730,000,000",22524,Millenials
2796,Bahrain,2007,female,25-34 years,3,87472,3.43,Bahrain2007,,"21,730,000,000",22524,Generation X
2797,Bahrain,2007,female,35-54 years,2,110173,1.82,Bahrain2007,,"21,730,000,000",22524,Boomers
2798,Bahrain,2007,female,15-24 years,1,73617,1.36,Bahrain2007,,"21,730,000,000",22524,Millenials
2799,Bahrain,2007,female,5-14 years,0,70861,0.0,Bahrain2007,,"21,730,000,000",22524,Generation Z
2800,Bahrain,2007,female,55-74 years,0,22872,0.0,Bahrain2007,,"21,730,000,000",22524,Silent
2801,Bahrain,2007,female,75+ years,0,5497,0.0,Bahrain2007,,"21,730,000,000",22524,Silent
2802,Bahrain,2007,male,5-14 years,0,74222,0.0,Bahrain2007,,"21,730,000,000",22524,Generation Z
2803,Bahrain,2007,male,75+ years,0,4852,0.0,Bahrain2007,,"21,730,000,000",22524,Silent
2804,Bahrain,2008,male,25-34 years,21,196832,10.67,Bahrain2008,,"25,710,877,660",25106,Generation X
2805,Bahrain,2008,male,35-54 years,13,225866,5.76,Bahrain2008,,"25,710,877,660",25106,Boomers
2806,Bahrain,2008,female,15-24 years,3,76246,3.93,Bahrain2008,,"25,710,877,660",25106,Millenials
2807,Bahrain,2008,male,55-74 years,1,35879,2.79,Bahrain2008,,"25,710,877,660",25106,Silent
2808,Bahrain,2008,female,35-54 years,3,115468,2.6,Bahrain2008,,"25,710,877,660",25106,Boomers
2809,Bahrain,2008,female,25-34 years,2,93449,2.14,Bahrain2008,,"25,710,877,660",25106,Generation X
2810,Bahrain,2008,female,5-14 years,0,72955,0.0,Bahrain2008,,"25,710,877,660",25106,Generation Z
2811,Bahrain,2008,female,55-74 years,0,24495,0.0,Bahrain2008,,"25,710,877,660",25106,Silent
2812,Bahrain,2008,female,75+ years,0,5191,0.0,Bahrain2008,,"25,710,877,660",25106,Silent
2813,Bahrain,2008,male,15-24 years,0,96458,0.0,Bahrain2008,,"25,710,877,660",25106,Millenials
2814,Bahrain,2008,male,5-14 years,0,76617,0.0,Bahrain2008,,"25,710,877,660",25106,Generation Z
2815,Bahrain,2008,male,75+ years,0,4654,0.0,Bahrain2008,,"25,710,877,660",25106,Silent
2816,Bahrain,2009,male,35-54 years,14,242558,5.77,Bahrain2009,,"22,938,218,085",20988,Boomers
2817,Bahrain,2009,male,25-34 years,9,222448,4.05,Bahrain2009,,"22,938,218,085",20988,Generation X
2818,Bahrain,2009,female,25-34 years,4,99580,4.02,Bahrain2009,,"22,938,218,085",20988,Generation X
2819,Bahrain,2009,male,15-24 years,4,102256,3.91,Bahrain2009,,"22,938,218,085",20988,Millenials
2820,Bahrain,2009,male,55-74 years,1,38002,2.63,Bahrain2009,,"22,938,218,085",20988,Silent
2821,Bahrain,2009,male,5-14 years,2,79180,2.53,Bahrain2009,,"22,938,218,085",20988,Generation Z
2822,Bahrain,2009,female,35-54 years,2,118835,1.68,Bahrain2009,,"22,938,218,085",20988,Boomers
2823,Bahrain,2009,female,15-24 years,0,80832,0.0,Bahrain2009,,"22,938,218,085",20988,Millenials
2824,Bahrain,2009,female,5-14 years,0,75122,0.0,Bahrain2009,,"22,938,218,085",20988,Generation Z
2825,Bahrain,2009,female,55-74 years,0,25915,0.0,Bahrain2009,,"22,938,218,085",20988,Silent
2826,Bahrain,2009,female,75+ years,0,4103,0.0,Bahrain2009,,"22,938,218,085",20988,Silent
2827,Bahrain,2009,male,75+ years,0,4091,0.0,Bahrain2009,,"22,938,218,085",20988,Silent
2828,Bahrain,2010,male,35-54 years,8,252232,3.17,Bahrain2010,0.8190000000000001,"25,713,271,277",22572,Generation X
2829,Bahrain,2010,male,25-34 years,6,235591,2.55,Bahrain2010,0.8190000000000001,"25,713,271,277",22572,Generation X
2830,Bahrain,2010,male,55-74 years,1,41999,2.38,Bahrain2010,0.8190000000000001,"25,713,271,277",22572,Silent
2831,Bahrain,2010,female,35-54 years,2,125709,1.59,Bahrain2010,0.8190000000000001,"25,713,271,277",22572,Generation X
2832,Bahrain,2010,female,15-24 years,1,80571,1.24,Bahrain2010,0.8190000000000001,"25,713,271,277",22572,Millenials
2833,Bahrain,2010,female,25-34 years,1,104368,0.96,Bahrain2010,0.8190000000000001,"25,713,271,277",22572,Generation X
2834,Bahrain,2010,female,5-14 years,0,77140,0.0,Bahrain2010,0.8190000000000001,"25,713,271,277",22572,Generation Z
2835,Bahrain,2010,female,55-74 years,0,27834,0.0,Bahrain2010,0.8190000000000001,"25,713,271,277",22572,Silent
2836,Bahrain,2010,female,75+ years,0,4625,0.0,Bahrain2010,0.8190000000000001,"25,713,271,277",22572,Silent
2837,Bahrain,2010,male,15-24 years,0,103388,0.0,Bahrain2010,0.8190000000000001,"25,713,271,277",22572,Millenials
2838,Bahrain,2010,male,5-14 years,0,81414,0.0,Bahrain2010,0.8190000000000001,"25,713,271,277",22572,Generation Z
2839,Bahrain,2010,male,75+ years,0,4289,0.0,Bahrain2010,0.8190000000000001,"25,713,271,277",22572,Silent
2840,Bahrain,2011,male,15-24 years,3,101695,2.95,Bahrain2011,0.8170000000000001,"28,776,595,745",26078,Millenials
2841,Bahrain,2011,male,55-74 years,1,43883,2.28,Bahrain2011,0.8170000000000001,"28,776,595,745",26078,Boomers
2842,Bahrain,2011,female,25-34 years,2,98138,2.04,Bahrain2011,0.8170000000000001,"28,776,595,745",26078,Millenials
2843,Bahrain,2011,male,25-34 years,4,220691,1.81,Bahrain2011,0.8170000000000001,"28,776,595,745",26078,Millenials
2844,Bahrain,2011,male,35-54 years,4,242955,1.65,Bahrain2011,0.8170000000000001,"28,776,595,745",26078,Generation X
2845,Bahrain,2011,female,35-54 years,2,123582,1.62,Bahrain2011,0.8170000000000001,"28,776,595,745",26078,Generation X
2846,Bahrain,2011,female,15-24 years,1,75788,1.32,Bahrain2011,0.8170000000000001,"28,776,595,745",26078,Millenials
2847,Bahrain,2011,female,5-14 years,1,77270,1.29,Bahrain2011,0.8170000000000001,"28,776,595,745",26078,Generation Z
2848,Bahrain,2011,female,55-74 years,0,29140,0.0,Bahrain2011,0.8170000000000001,"28,776,595,745",26078,Boomers
2849,Bahrain,2011,female,75+ years,0,4742,0.0,Bahrain2011,0.8170000000000001,"28,776,595,745",26078,Silent
2850,Bahrain,2011,male,5-14 years,0,81209,0.0,Bahrain2011,0.8170000000000001,"28,776,595,745",26078,Generation Z
2851,Bahrain,2011,male,75+ years,0,4369,0.0,Bahrain2011,0.8170000000000001,"28,776,595,745",26078,Silent
2852,Bahrain,2012,male,25-34 years,11,237133,4.64,Bahrain2012,0.8190000000000001,"30,749,308,511",25587,Millenials
2853,Bahrain,2012,male,35-54 years,6,268027,2.24,Bahrain2012,0.8190000000000001,"30,749,308,511",25587,Generation X
2854,Bahrain,2012,female,25-34 years,1,110796,0.9,Bahrain2012,0.8190000000000001,"30,749,308,511",25587,Millenials
2855,Bahrain,2012,male,15-24 years,1,111603,0.9,Bahrain2012,0.8190000000000001,"30,749,308,511",25587,Millenials
2856,Bahrain,2012,female,15-24 years,0,81091,0.0,Bahrain2012,0.8190000000000001,"30,749,308,511",25587,Millenials
2857,Bahrain,2012,female,35-54 years,0,135976,0.0,Bahrain2012,0.8190000000000001,"30,749,308,511",25587,Generation X
2858,Bahrain,2012,female,5-14 years,0,81275,0.0,Bahrain2012,0.8190000000000001,"30,749,308,511",25587,Generation Z
2859,Bahrain,2012,female,55-74 years,0,31641,0.0,Bahrain2012,0.8190000000000001,"30,749,308,511",25587,Boomers
2860,Bahrain,2012,female,75+ years,0,4548,0.0,Bahrain2012,0.8190000000000001,"30,749,308,511",25587,Silent
2861,Bahrain,2012,male,5-14 years,0,85538,0.0,Bahrain2012,0.8190000000000001,"30,749,308,511",25587,Generation Z
2862,Bahrain,2012,male,55-74 years,0,50001,0.0,Bahrain2012,0.8190000000000001,"30,749,308,511",25587,Boomers
2863,Bahrain,2012,male,75+ years,0,4149,0.0,Bahrain2012,0.8190000000000001,"30,749,308,511",25587,Silent
2864,Bahrain,2013,male,15-24 years,1,110064,0.91,Bahrain2013,0.821,"32,539,547,872",26793,Millenials
2865,Bahrain,2013,male,25-34 years,2,237632,0.84,Bahrain2013,0.821,"32,539,547,872",26793,Millenials
2866,Bahrain,2013,male,35-54 years,2,269162,0.74,Bahrain2013,0.821,"32,539,547,872",26793,Generation X
2867,Bahrain,2013,female,15-24 years,0,80476,0.0,Bahrain2013,0.821,"32,539,547,872",26793,Millenials
2868,Bahrain,2013,female,25-34 years,0,112513,0.0,Bahrain2013,0.821,"32,539,547,872",26793,Millenials
2869,Bahrain,2013,female,35-54 years,0,139352,0.0,Bahrain2013,0.821,"32,539,547,872",26793,Generation X
2870,Bahrain,2013,female,5-14 years,0,82726,0.0,Bahrain2013,0.821,"32,539,547,872",26793,Generation Z
2871,Bahrain,2013,female,55-74 years,0,33780,0.0,Bahrain2013,0.821,"32,539,547,872",26793,Boomers
